permit_number,case_type,case_name,sub_type,work,status,proposed_land_use,desc_of_proposed_development,final_date,status_date,application_start_date,approval_date,calendar_year_folder_created,zip_code,existing_no_of_lots,proposed_no_of_lots
1994-000028 C8,Subdivision,RESEARCH INTERCHANGE SUBDIVISION,NA,NA,Approved,"999, 999",RESEARCH INTERCHANGE SUBDIVISION,NA,03/02/2007 06:10:13 AM,02/16/1994,NA,1994,NA,NA,NA
2020-110536 C8,Subdivision,EPP Subdivision,Final Plat,Previously Unplatted,Awaiting Update,Single Family,NA,NA,03/18/2021 01:27:46 PM,07/24/2020,NA,2020,78703,2,1
2007-130301 C8,Subdivision,"Avery South Sec 2, Replat of Lots 1,2,3 & 4, Block H",Final Plat,With Replat,Expired,NA,NA,NA,08/07/2007 07:49:52 AM,06/19/2007,NA,2007,78717,4,4
1992-000019 C8,Subdivision,"EDWARDS MOUNTAIN SUBDIVISION, PAVEMENT AND DRAINAGE IMPROVEMENTS",NA,NA,Approved and Released,999,"EDWARDS MOUNTAIN SUBDIVISION, PAVEMENT AND DRAINAGE IMPROVEMENTS",08/02/1994,03/02/2007 06:10:13 AM,04/22/1993,NA,1993,NA,NA,35
2016-039655 C8,Subdivision,Cottages at Beaver Creek Phase 2,Subdivision Construction Plan,Concurrent,Subdivision Recorded,Single Family,NA,NA,08/05/2016 10:06:47 AM,04/07/2016,08/05/2016,2016,78660,NA,92
2007-158865 C8,Subdivision,"Avery Ranch Commercial Southeast, Resub of Lt 6 Blk A of the Resub of Lt 1 Blk A",Final Plat,Resubdivision,Approved,Commercial Office,NA,NA,05/30/2008 02:40:57 PM,10/16/2007,02/22/2008,2007,78717,1,4
1993-000054 C8,Subdivision,PEG-SUS-SUBDIVISION,NA,NA,Approved,999,PEG-SUS-SUBDIVISION,05/07/1993,03/02/2007 06:10:13 AM,03/22/1993,NA,1993,NA,NA,NA
2006-000119 C,Subdivision Joint City/County,MCKENZIE ROAD SUBDIVISION,Final Plat,Without Preliminary,Approved,"RET, GRBL",MCKENZIE ROAD SUBDIVISION,01/14/2008,10/22/2008 03:01:41 PM,05/26/2006,01/24/2007,2006,78719,NA,4
1990-000061 C8,Subdivision,ENCLAVE AT ROB ROY  **EXPIRED**,NA,NA,Expired,999,ENCLAVE AT ROB ROY  **EXPIRED**,10/12/1990,03/02/2007 06:10:13 AM,06/15/1990,NA,1990,NA,NA,NA
2000-002208 C8,Subdivision,"GAINES RANCH, PHASE ONE, SECTION ONE",Subdivision Construction Plan,NA,Approved and Released,"SF, ROW","GAINES RANCH, PHASE ONE, SECTION ONE",08/14/2002,03/02/2007 06:10:13 AM,04/16/2002,NA,2002,NA,NA,NA
2014-016407 C,Subdivision Joint City/County,"Bluebell Ridge, Lot 10; Resubdivision of  (withdraw/resub. of C8J-2013-0026.0A)",Final Plat,Resubdivision,Expired,Single Family,NA,NA,09/19/2014 03:45:38 AM,02/20/2014,NA,2014,78610,1,4
2004-000100 C,Subdivision Joint City/County,THE BOAT SHOP DEVELOPMENT,Final Plat,Without Preliminary,Approved,RET,THE BOAT SHOP DEVELOPMENT,09/21/2004,03/02/2007 06:10:13 AM,07/06/2004,NA,2004,78734,NA,NA
1992-000210 C8,Subdivision,DOWNHILL DRIVE SUBDIVISION,NA,NA,Approved,999,DOWNHILL DRIVE SUBDIVISION,NA,03/02/2007 06:10:13 AM,09/14/1992,NA,1992,NA,NA,NA
2002-000104 C8,Subdivision,FORMER LOCKHEED TRACT,Preliminary Plan,Preliminary,Expired,IND,FORMER LOCKHEED TRACT,06/20/2002,03/02/2007 06:10:13 AM,05/29/2002,NA,2002,78744,NA,NA
1983-000068 C8,Subdivision,RIVER PLACE,NA,NA,Approved,"999, 999",RIVER PLACE,NA,03/02/2007 06:10:13 AM,07/17/1998,NA,1998,NA,NA,NA
1995-000233 C8,Subdivision,MORNINGSIDE MEADOWS  **EXPIRED**,NA,NA,Expired,999,MORNINGSIDE MEADOWS  **EXPIRED**,NA,03/02/2007 06:10:13 AM,09/01/1995,NA,1995,NA,NA,61
2021-049236 C,Subdivision Joint City/County,Indian Hills Corporate Office II Subdivision,Final Plat,Previously Unplatted,Awaiting Update,Commercial,NA,NA,04/16/2021 02:23:24 PM,03/24/2020,NA,2020,78724,NA,1
1985-000005 C8,Subdivision,TANNEHILL TWO-A,NA,NA,Approved,999,TANNEHILL TWO-A,08/25/1986,03/02/2007 06:10:13 AM,07/29/1986,NA,1986,NA,NA,NA
2014-128492 C8,Subdivision,Thornbury II Sec Four Blk C Lots 14 -16 Blk G Lots 38 - 42 & Lot45; Amended Plat,Final Plat,Amended Plat,Withdrawn,"SF, ROW, GRBLT",NA,07/13/2015,07/13/2015 04:41:44 PM,12/03/2014,NA,2014,78754,10,10
1987-000020 C8,Subdivision,STONEY RIDGE  SECTION 4B,Subdivision Construction Plan,NA,Closed,"SF, ROW",STONEY RIDGE  SECTION 4B,03/27/2001,03/02/2007 06:10:13 AM,02/28/2001,NA,2001,NA,NA,NA
2016-040397 C8,Subdivision,Heritage Point at Wildhorse Ranch Section 1,Final Plat,With Preliminary,Subdivision Recorded,Single Family,NA,03/15/2017,03/21/2017 08:56:57 AM,04/08/2016,03/15/2017,2016,NA,1,118
2011-014272 C,Subdivision Joint City/County,"Cascades at Onion Creek, 24"" Waterline",Subdivision Construction Plan,Concurrent,Withdrawn,"SF, GRBLT, ROW",NA,NA,02/24/2011 10:54:01 AM,02/24/2011,NA,2011,NA,NA,97
1993-000120 C8,Subdivision,"VISTA GRANDE, AMENDED PLAT OF LOTS 31,39, 40 & 41",NA,NA,Approved,999,"VISTA GRANDE, AMENDED PLAT OF LOTS 31,39, 40 & 41",06/27/1995,03/02/2007 06:10:13 AM,07/13/1993,NA,1993,NA,NA,NA
1986-000115 C8,Subdivision,SOUTH BLUFF PARK,NA,NA,Closed,"999, 999, 999, 999",SOUTH BLUFF PARK,02/14/1996,03/02/2007 06:10:13 AM,02/08/1995,NA,1995,NA,NA,NA
2017-056085 C8,Subdivision,Tennin Meadows,Final Plat,Previously Unplatted,Expired,Single Family,NA,NA,06/25/2017 09:00:13 PM,05/10/2017,NA,2017,78745,0.94,2
1996-000108 C8,Subdivision,"WESTFIELD A, LOT 4 & A PORTION OF LOT 13 BLOCK 15 RESUBDIVISION",NA,NA,Approved,999,"WESTFIELD A, LOT 4 & A PORTION OF LOT 13 BLOCK 15 RESUBDIVISION",NA,10/28/2010 05:08:12 PM,05/24/1996,NA,1996,78703,NA,NA
1999-000018 C8,Subdivision,GRUBB SUBDIVISION,Final Plat,Without Preliminary,Approved,999,GRUBB SUBDIVISION,04/14/1999,03/02/2007 06:10:13 AM,01/26/1999,NA,1999,78751,NA,NA
2018-064620 C,Subdivision Joint City/County,Rim Rock Subdivision,Final Plat,Resubdivision,Subdivision Recorded,Single Family,NA,09/09/2019,09/09/2019 11:17:16 AM,04/04/2018,09/09/2019,2018,78737,NA,2
2011-082345 C8,Subdivision,THE HOLLOW AT SLAUGHTER CREEK REVISED PRELIMINARY,Preliminary Plan,Revised Preliminary,Subdivision Recorded,SF,NA,NA,02/21/2012 02:29:10 PM,09/13/2011,02/21/2012,2011,NA,218,217
2014-021729 C8,Subdivision,"Thornbury II, Section Six",Subdivision Construction Plan,Non-Concurrent,Subdivision Recorded,"SF, ROW, GRBLT",NA,NA,08/28/2014 10:46:03 AM,03/05/2014,08/28/2014,2014,NA,NA,64
2000-002223 C8,Subdivision,BLACKHAWK SUBDIVISION,Final Plat,Without Preliminary,Approved,"RET, MF",BLACKHAWK SUBDIVISION,NA,03/02/2007 06:10:13 AM,10/17/2000,NA,2000,NA,NA,2
2003-000078 C8,Subdivision,THE VIEWPOINT AT WILLIAMSON CREEK PHASES I & II; SMART HOUSING; REPLAT,Final Plat,Without Preliminary,Approved,"SF, 999",THE VIEWPOINT AT WILLIAMSON CREEK PHASES I & II; SMART HOUSING; REPLAT,09/23/2003,03/02/2007 06:10:13 AM,05/14/2003,NA,2003,78744,NA,53
1999-Z113267 C8,Subdivision,COPELAND ESTATE,Final Plat,Without Preliminary,Closed,SF,COPELAND ESTATE,NA,03/02/2007 06:10:13 AM,NA,NA,NA,NA,NA,NA
2018-023258 C,Subdivision Joint City/County,Patino Subdivision,Final Plat,Previously Unplatted,Subdivision Recorded,Single Family,NA,05/30/2019,05/30/2019 12:56:49 PM,02/23/2018,05/30/2019,2018,78737,0,1
2015-054813 C8,Subdivision,Flatiron District,Final Plat,Resubdivision,Subdivision Recorded,Commercial,NA,02/18/2016,02/18/2016 09:23:42 AM,05/08/2015,02/18/2016,2015,78758,3,4
2018-074767 C,Subdivision Joint City/County,Perez Subdivision,Final Plat,Previously Unplatted,Withdrawn,residential,NA,05/02/2019,05/02/2019 07:29:57 AM,04/24/2018,NA,2018,78744,NA,2
1999-002088 C8,Subdivision,"HUNTER'S CHASE SECTION TWO, THE ESTATES",Subdivision Construction Plan,NA,Approved and Released,SF,"HUNTER'S CHASE SECTION TWO, THE ESTATES",04/12/2000,03/02/2007 06:10:13 AM,12/22/1999,NA,1999,NA,NA,NA
2008-020083 C,Subdivision Joint City/County,"North Austin Catholic High School-A resubdivision of Lot 1, Block A, Davis Sprin",Final Plat,Resubdivision,Approved,Public/new high school,NA,01/05/2009,06/15/2009 10:51:07 AM,03/21/2008,08/22/2008,2008,78717,1,1
1973-000011 C8,Subdivision,SKY FOREST PUD,Final Plat,With Preliminary,Approved,999,SKY FOREST PUD,11/13/2003,03/02/2007 06:10:13 AM,07/28/2003,NA,2003,78746,NA,NA
2007-110928 C,Subdivision Joint City/County,Ammaron Hills Subdivision,Final Plat,With Preliminary,Expired,"SF, ROW",NA,NA,03/06/2008 08:00:15 PM,04/03/2007,NA,2007,NA,NA,15
1994-000136 C8,Subdivision,VENTURE ADDITION NO. 1,NA,NA,Approved,999,VENTURE ADDITION NO. 1,NA,03/02/2007 06:10:13 AM,07/05/1994,NA,1994,NA,NA,NA
2002-000122 C,Subdivision Joint City/County,STEINER RANCH PHASE ONE SECTION 6E,Final Plat,With Preliminary,Expired,"SF, GRBL, ROW, ROW",STEINER RANCH PHASE ONE SECTION 6E,04/30/2003,03/02/2007 06:10:13 AM,09/24/2002,NA,2002,NA,NA,NA
2016-140645 C,Subdivision Joint City/County,Entrada Phase 1 Final Plat,Final Plat,With Preliminary,Expired,"SF, PUB,Greenbelt",NA,NA,12/31/2016 09:00:07 PM,11/15/2016,NA,2016,NA,2,168
2017-080545 C8,Subdivision,"Pioneer Hill, Preliminary Plan",Preliminary Plan,Preliminary,Expired,Commercial Multi Family,NA,NA,08/15/2017 09:00:16 PM,06/30/2017,NA,2017,78754,2,446
1985-000021 C8,Subdivision,"PECOS OAKS TOWNHOMES P.U.D., SECTION 2",NA,NA,Approved,999,"PECOS OAKS TOWNHOMES P.U.D., SECTION 2",NA,03/02/2007 06:10:13 AM,01/12/1987,NA,1987,NA,NA,NA
2013-126549 C8,Subdivision,Safa Trading #1,Subdivision Vacation,Without Replat,Subdivision Recorded,Vacant,NA,02/12/2016,02/12/2016 04:34:21 PM,12/06/2013,02/12/2016,2013,78724,1,1
2007-108404 C,Subdivision Joint City/County,"Seven Oaks Sec 3 Phase 1, Amended Plat of",Final Plat,Amended Plat,Approved,NA,NA,12/03/2007,02/27/2008 08:51:31 AM,03/23/2007,07/10/2007,2007,78746,NA,1
1985-000015 C8,Subdivision,VILLAGE AT WESTERN OAKS SECTION 34,NA,NA,Closed,"999, 999",VILLAGE AT WESTERN OAKS SECTION 34,NA,03/02/2007 06:10:13 AM,07/06/1993,NA,1993,NA,NA,49
2001-000261 C8,Subdivision,1211 WEST MARY SUBDIVISION,Final Plat,Without Preliminary,Approved,DUP,1211 WEST MARY SUBDIVISION,05/20/2002,03/02/2007 06:10:13 AM,11/27/2001,NA,2001,78704,NA,NA
1997-000161 C8,Subdivision,ANGEL PASS,NA,NA,Approved,999,ANGEL PASS,NA,03/02/2007 06:10:13 AM,07/25/1997,NA,1997,NA,NA,NA
1981-000014 C8,Subdivision,"JESTER POINT 2, SECTION 6-D",NA,NA,Approved and Released,"999, 999","JESTER POINT 2, SECTION 6-D",02/11/1998,03/02/2007 06:10:13 AM,08/29/1997,NA,1997,NA,NA,NA
1985-000049 C8,Subdivision,STONEBRIDGE III,NA,NA,Approved,999,STONEBRIDGE III,10/23/1989,03/02/2007 06:10:13 AM,08/07/1987,NA,1987,NA,NA,1
2019-080012 C8,Subdivision,Crumley Lane Subdivision,Final Plat,Previously Unplatted,Expired,Single Family,NA,NA,06/06/2020 03:45:45 AM,05/22/2019,NA,2019,78741,1,3
1994-000104 C8,Subdivision,KIRCHNER ADDITION (W/D & RESUBMITTED)FORMERLY C8-93-0081.0A,NA,NA,Approved,999,KIRCHNER ADDITION (W/D & RESUBMITTED)FORMERLY C8-93-0081.0A,NA,03/02/2007 06:10:13 AM,05/19/1994,NA,1994,NA,NA,NA
2019-024635 C,Subdivision Joint City/County,Orchard Ranch (W/R C8J-2018-0050),Preliminary Plan,Preliminary,Withdrawn,Single Family,NA,04/26/2019,04/26/2019 09:26:35 AM,02/15/2019,NA,2019,78736,NA,68
2007-165643 C8,Subdivision,Morse Commercial Subdivision (Plat Vacation),Subdivision Vacation,With Replat,Withdrawn,MF,NA,NA,12/18/2007 07:04:28 AM,11/14/2007,NA,2007,NA,2,1
2014-086846 C,Subdivision Joint City/County,Heritage Oaks At Pearson Ranch West,Subdivision Construction Plan,Concurrent,Approved and Released,Single Family,NA,NA,11/20/2015 12:33:58 PM,08/15/2014,11/20/2015,2014,NA,NA,1
1983-000029 C8,Subdivision,VILLAGE PARK 2 AT TRAVIS COUNTRY,NA,NA,Closed,"999, 999, 999, 999",VILLAGE PARK 2 AT TRAVIS COUNTRY,08/16/1993,03/02/2007 06:10:13 AM,02/04/1991,NA,1991,NA,NA,11
1987-000097 C8,Subdivision,BANK OF THE HILLS,NA,NA,Expired,999,BANK OF THE HILLS,NA,03/02/2007 06:10:13 AM,10/21/1987,NA,1987,NA,NA,1
2013-003009 C,Subdivision Joint City/County,Cedar Bluff Research Park Section One Lot 2; Resubdivision,Final Plat,Resubdivision,Expired,NA,NA,NA,02/26/2013 09:00:54 PM,01/11/2013,NA,2013,78736,NA,4
2013-027515 C8,Subdivision,Las Casas Verdes,Final Plat,With Replat,Subdivision Recorded,Single Family,NA,07/24/2014,07/24/2014 06:06:09 PM,03/20/2013,07/24/2014,2013,78745,21,18
2007-115056 C8,Subdivision,ROBINSON RANCH SUBDIVISION (Plat Vacation),Subdivision Vacation,With Replat,Approved,NA,NA,NA,08/11/2009 10:25:42 AM,04/19/2007,NA,2007,NA,2,1
1988-000001 C8,Subdivision,"DAVENPORT WEST P.U.D., SECTION 5, PHASE 2",NA,NA,Approved and Released,999,"DAVENPORT WEST P.U.D., SECTION 5, PHASE 2",NA,03/02/2007 06:10:13 AM,03/09/1995,NA,1995,NA,NA,NA
1987-000032 C8,Subdivision,PALOMBA ADDITION NO. 2,Final Plat,Without Preliminary,Approved,999,PALOMBA ADDITION NO. 2,NA,09/28/2007 11:25:41 AM,05/04/1987,NA,1987,78738,NA,7
1999-Z010181 C8,Subdivision,THE SUMMIT ON ECK LANE,Final Plat,With Preliminary,Closed,NA,THE SUMMIT ON ECK LANE,NA,03/02/2007 06:10:13 AM,NA,NA,NA,NA,NA,NA
2019-194448 C8,Subdivision,Valley View Villas - Project Assessment,Final Plat,Resubdivision,Expired,Single Family,NA,NA,10/14/2020 04:18:24 PM,10/01/2019,NA,2019,78704,1,1
2001-000214 C,Subdivision Joint City/County,AVERY RANCH FAR WEST PH SEC 5 ( WITHDRAWAL & RESUBMITTAL OF C8J-01-0214.,Final Plat,With Preliminary,Approved,"SF, GRBL, PUB, ROW",AVERY RANCH FAR WEST PHASE ONE SEC. 5 ( WITHDRAWAL & RESUBMITTAL OF C8J-01-0214.02.3A ),08/26/2004,03/25/2009 01:52:34 PM,03/08/2004,NA,2004,NA,NA,NA
2008-069796 C,Subdivision Joint City/County,Maschmeyer Tract,Preliminary Plan,Preliminary,Withdrawn,"MF, SF, RET, OPEN SPACE",NA,NA,10/30/2009 09:32:40 AM,09/04/2008,NA,2008,78719,0,197
2008-036296 C8,Subdivision,BLUFF SPRINGS ESTATES SEC 2,Subdivision Vacation,With Replat,Expired,Commercial Multi Family,NA,NA,09/29/2009 10:46:58 AM,05/13/2008,NA,2008,NA,2,0
1984-000183 C8,Subdivision,"SPRINGFIELD SECTION ONE, AMENDED PLAT OF LOTS 9 & 10, BLOCK F",NA,NA,Approved,999,"SPRINGFIELD SECTION ONE, AMENDED PLAT OF LOTS 9 & 10, BLOCK F",01/29/1988,03/02/2007 06:10:13 AM,12/31/1987,NA,1987,NA,NA,NA
1993-000033 C8,Subdivision,OVERLOOK AT CAT MOUNTAIN,NA,NA,Closed,"999, 999, 999",OVERLOOK AT CAT MOUNTAIN,05/06/1994,03/02/2007 06:10:13 AM,12/30/1993,NA,1993,NA,NA,NA
2006-000241 C8,Subdivision,"OAK AT TWIN CREEKS SEC 3, RESUBDIVISION OF LOT 78, BLOCK C",Final Plat,Resubdivision,Approved,PUB,"OAK AT TWIN CREEKS SEC 3, RESUBDIVISION OF LOT 78, BLOCK C",02/26/2007,12/21/2007 02:26:23 PM,11/08/2006,NA,2006,NA,NA,3
2000-002135 C8,Subdivision,"BRODIE SPRINGS II, PHASE TWO (WITHDRAWAL AND RESUBMITTAL)",Final Plat,With Preliminary,Withdrawn,"SF, GRBL, ROW","BRODIE SPRINGS II, PHASE TWO (WITHDRAWAL AND RESUBMITTAL)",08/01/2000,03/02/2007 06:10:13 AM,06/12/2000,NA,2000,NA,NA,NA
1987-000033 C8,Subdivision,DYNASTY LIVING MOBILE HOME PARK SUBDIVISION,NA,NA,Closed,999,DYNASTY LIVING MOBILE HOME PARK SUBDIVISION,NA,03/02/2007 06:10:13 AM,05/14/1987,NA,1987,NA,NA,12
1998-Z002130 C8,Subdivision,COMMERCE CENTER SOUTH SECTION TWO,Final Plat,With Preliminary,Closed,NA,COMMERCE CENTER SOUTH SECTION TWO,NA,03/02/2007 06:10:13 AM,NA,NA,NA,NA,NA,NA
2020-150342 C8,Subdivision,"Cascades at Onion Creek, Phase Two Final Plat",Final Plat,With Preliminary,Awaiting Recordation,Single Family,NA,NA,01/27/2021 11:42:41 AM,09/30/2020,01/26/2021,2020,78747,0,136
1984-000142 C8,Subdivision,OAK HILL HEIGHTS SECTION SIX,Subdivision Construction Plan,NA,Approved and Released,SF,OAK HILL HEIGHTS SECTION SIX,06/05/2002,03/02/2007 06:10:13 AM,08/30/2001,NA,2001,NA,NA,7
1986-000093 C8,Subdivision,TOM BOMBADIL SUBDIVISION II,NA,NA,Approved,"999, 999",TOM BOMBADIL SUBDIVISION II,NA,03/02/2007 06:10:13 AM,05/20/1986,NA,1986,NA,NA,NA
1994-000233 C8,Subdivision,CAT HOLLOW SECTION C - COMMERCIAL - PHASE I  ***  (NO LONGER IN AUSTIN ETJ),NA,NA,Approved,999,CAT HOLLOW SECTION C - COMMERCIAL - PHASE I  ***  (NO LONGER IN AUSTIN ETJ),NA,03/02/2007 06:10:13 AM,11/07/1995,NA,1995,NA,NA,NA
2014-009395 C8,Subdivision,Southpark,Final Plat,Previously Unplatted,Subdivision Recorded,IND,NA,09/05/2014,09/05/2014 12:58:34 PM,01/31/2014,09/05/2014,2014,78744,1,1
2006-000020 C8,Subdivision,"BELLVUE PARK AND A PORTION OF THE ADJACENT VACATED ALLEY; LOTS 7,8 & 14, BLOCK 1",Final Plat,Amended Plat,Approved,"SF, DUP","BELLVUE PARK AND A PORTION OF THE ADJACENT VACATED ALLEY; LOTS 7,8 & 14, BLOCK 12; AMENDED PLAT",05/31/2006,12/14/2007 10:49:27 AM,02/01/2006,NA,2006,78741,NA,NA
1986-000031 C8,Subdivision,COLORADO BLUFFS,NA,NA,Closed,"999, 999",COLORADO BLUFFS,08/14/1998,03/02/2007 06:10:13 AM,07/14/1998,NA,1998,NA,NA,NA
1984-000240 C8,Subdivision,GREGORY W. NEUMAN SUBDIVISION - PLAT VACATION,NA,NA,Approved,NA,GREGORY W. NEUMAN SUBDIVISION - PLAT VACATION,04/11/2000,03/02/2007 06:10:13 AM,03/21/2000,NA,2000,NA,NA,NA
2010-103998 C8,Subdivision,SENDERO HILLS PHASE IV (SMART HOUSING),Subdivision Construction Plan,Non-Concurrent,Subdivision Recorded,"SF, GRBL",SENDERO HILLS PHASE IV (SMART HOUSING),NA,03/15/2011 02:08:58 PM,12/06/2010,03/15/2011,2010,NA,NA,51
1986-000112 C8,Subdivision,WALKER & WOODS SUBDIVISION,NA,NA,Approved,"999, 999",WALKER & WOODS SUBDIVISION,NA,03/02/2007 06:10:13 AM,09/30/1986,NA,1986,78701,NA,NA
2012-113947 C8,Subdivision,SAFA Trading #1,Final Plat,Previously Unplatted,Vacated,NA,NA,05/23/2013,02/12/2016 04:33:28 PM,11/09/2012,05/23/2013,2012,78724,1,1
1996-000083 C8,Subdivision,"HILLS OF LAKEWAY PH 9, AMENDED PLAT OF LOTS 882 & 883",Final Plat,Amended Plat,Approved,999,"HILLS OF LAKEWAY, PHASE 9, LOTS 882 & 883 AMENDED PLAT",NA,01/16/2009 11:18:43 AM,04/30/1996,NA,1996,NA,NA,1
2014-134962 C8,Subdivision,Riverbend Landing Section 1,Preliminary Plan,Preliminary,Approved,Commercial,NA,NA,01/29/2020 12:25:14 PM,12/22/2014,12/16/2015,2014,78617,1,18
1997-000077 C8,Subdivision,"OAK HILL HEIGHTS SEC 1, AMENDED PLAT OF LOT 1 BLK 8 & SEC 2 LOT 14 BLK 8",Final Plat,Amended Plat,Approved,999,"OAK HILL HEIGHTS SEC 1 LOT 1 BLK 8 & SEC 2 LOT 14 BLK 8, AMENDED PLAT OF",NA,02/06/2009 07:55:31 AM,04/15/1997,NA,1997,78749,NA,2
2014-009397 C8,Subdivision,"Lot 3 Blk 5, Banister Acres; Resubdivision of",Final Plat,Resubdivision,Subdivision Recorded,Duplex,NA,09/16/2014,09/16/2014 03:00:00 PM,01/31/2014,09/16/2014,2014,78745,1,2
2014-136663 C8,Subdivision,Wildhorse Triangle Preliminary Plan,Preliminary Plan,With Preliminary,Subdivision Recorded,Single Family,NA,NA,04/02/2019 10:38:28 AM,12/30/2014,NA,2014,NA,1,1
2013-125999 C,Subdivision Joint City/County,Bell Grand Avenue Business Park Block J Lot 25B; Resubdivision,Final Plat,Resubdivision,Subdivision Recorded,NA,NA,08/12/2013,08/12/2013 11:13:04 AM,12/20/2012,08/12/2013,2012,78660,1,2
1983-000107 C8,Subdivision,CENTURY PARK I,NA,NA,Approved,"999, 999",CENTURY PARK I,01/02/1987,03/02/2007 06:10:13 AM,12/15/1986,NA,1986,NA,NA,15
1999-000106 C8,Subdivision,HIGH VISTA VIEWS SUBDIVISION IMPROVEMENTS,Subdivision Construction Plan,NA,Approved and Released,SF,HIGH VISTA VIEWS SUBDIVISION IMPROVEMENTS,03/10/2000,03/02/2007 06:10:13 AM,12/03/1999,NA,1999,NA,NA,NA
2000-002088 C8,Subdivision,"WESTVIEW ON LAKE AUSTIN PH C, SEC 3, AMENDED PLAT OF LOTS 21 & 22, BLOCK",Final Plat,Amended Plat,Withdrawn,SF,"WESTVIEW ON LAKE AUSTIN PHASE C, SECTION 3, AMENDED PLAT OF LOTS 21 & 22, BLOCK A, A REPLAT OF",NA,02/02/2009 02:59:28 PM,04/17/2000,NA,2000,78746,NA,NA
1991-000020 C8,Subdivision,AUSTIN MOTOR INNS ADDITION,Final Plat,Resubdivision,Approved,999,AUSTIN MOTOR INNS ADDITION,04/17/1991,10/30/2008 09:39:06 AM,03/01/1991,NA,1991,78753,NA,1
1993-000026 C8,Subdivision,PARKWOOD SECTION 4,NA,NA,Approved,999,PARKWOOD SECTION 4,04/05/1994,03/02/2007 06:10:13 AM,11/03/1993,NA,1993,NA,NA,NA
2017-089102 C8,Subdivision,Groomers Subdivision,Final Plat,Previously Unplatted,Expired,Commercial,NA,NA,08/10/2018 03:45:22 AM,07/20/2017,NA,2017,78753,1,1
2020-094159 C8,Subdivision,PARKE GREEN SUBDIVISION,Subdivision Vacation,Without Replat,Expired,Developed,NA,NA,08/10/2020 09:01:00 PM,06/25/2020,NA,2020,78741,1,1
1984-000197 C8,Subdivision,MAPLE RUN SECTION 14 (PARTIALLY VACATED 3-13-90)  (REPLACED BY C8-84-197.3A),NA,NA,Approved,"999, 999",MAPLE RUN SECTION 14 (PARTIALLY VACATED 3-13-90)  (REPLACED BY C8-84-197.3A),NA,03/02/2007 06:10:13 AM,01/01/1984,NA,1984,NA,NA,159
2007-000030 C8,Subdivision,"HERITAGE CENTER NORTHWEST, RESUB OF LOT 1C-A, BLOCK A",Final Plat,Resubdivision,Approved,Commercial,"HERITAGE CENTER NORTHWEST, RESUB OF LOT 1C-A, BLOCK A",NA,12/12/2007 02:09:31 PM,01/26/2007,NA,2007,78729,0,2
1993-000047 C8,Subdivision,ENCLAVE AT MESA,NA,NA,Approved,"999, 999, 999",ENCLAVE AT MESA,09/02/1993,03/02/2007 06:10:13 AM,07/08/1993,NA,1993,NA,NA,NA
1997-000099 C8,Subdivision,"LONG CANYON II-A, AMENDED PLAT OF LOTS 38 & 39, BLOCK G",Final Plat,Amended Plat,Approved,999,"LONG CANYON II-A, BLOCK G,  AMENDED PLAT OF LOTS 38 & 39",NA,04/14/2009 11:50:50 AM,05/13/1997,NA,1997,78730,NA,2
2001-000212 C8,Subdivision,MEDWAY RANCH PHASE 2,Preliminary Plan,Preliminary,Withdrawn,SF,MEDWAY RANCH PHASE 2,11/02/2001,03/02/2007 06:10:13 AM,09/04/2001,NA,2001,NA,NA,NA
2008-012417 C8,Subdivision,Avery Ranch Commercial Northeast IV; Resub of Lt 2 Blk A Avery Ranch Comm NE III,Final Plat,Resubdivision,Approved,OFC,NA,02/02/2009,03/13/2009 10:42:32 AM,02/25/2008,10/08/2009,2008,78717,1,2
2013-099305 C8,Subdivision,Second Resubdivision of a Portion of Lot 1 Block 6 Banister Acres,Final Plat,Resubdivision,Subdivision Recorded,DUB,NA,11/12/2014,11/12/2014 03:28:34 PM,09/20/2013,11/12/2014,2013,78745,2,2
2005-000250 C8,Subdivision,HAPPY HOLLOW TWO,Final Plat,Without Preliminary,Approved,SF,HAPPY HOLLOW TWO,03/30/2006,03/02/2007 06:10:13 AM,12/09/2005,NA,2005,78703,NA,NA
1992-000044 C8,Subdivision,MESA VALLEY SUBDIVISION,Final Plat,With Preliminary,Approved,999,MESA VALLEY SUBDIVISION,01/14/1994,09/17/2009 07:37:12 AM,04/26/1993,NA,1993,78731,NA,27
2007-119904 C8,Subdivision,"Meadows at Double Creek, Amended Plat of Lots 12 and 22, Block D",Final Plat,Amended Plat,Approved,Single Family,NA,12/27/2007,03/26/2008 10:21:37 AM,05/08/2007,06/20/2007,2007,78748,2,2
2015-148367 C8,Subdivision,Metrotech Preliminary Plan - Revision #3,Preliminary Plan,Revised Preliminary,Subdivision Recorded,Commercial,NA,NA,07/13/2016 04:55:10 PM,12/11/2015,07/13/2016,2015,NA,6,6
1983-000029 C8,Subdivision,TRAVIS COUNTRY SECTION I,NA,NA,Closed,999,TRAVIS COUNTRY SECTION I,10/30/1987,03/02/2007 06:10:13 AM,10/02/1987,NA,1987,NA,NA,NA
2016-072850 C8,Subdivision,Galanter-Kimbell Subdivision,Final Plat,Resubdivision,Subdivision Recorded,Single Family,NA,03/02/2018,03/02/2018 03:25:11 PM,06/21/2016,03/02/2018,2016,78704,3,2
